,time_period,disease_cases,location
27,2023W43,,pFCZqWnXtoU
28,2023W44,34.0,pFCZqWnXtoU
29,2023W45,41.0,pFCZqWnXtoU
30,2023W46,50.0,pFCZqWnXtoU
31,2023W47,35.0,pFCZqWnXtoU
32,2023W48,30.0,pFCZqWnXtoU
33,2023W49,31.0,pFCZqWnXtoU
34,2023W50,36.0,pFCZqWnXtoU
35,2023W51,40.0,pFCZqWnXtoU
36,2023W52,48.0,pFCZqWnXtoU
37,2024W1,35.0,pFCZqWnXtoU
38,2024W2,53.0,pFCZqWnXtoU
39,2024W3,48.0,pFCZqWnXtoU
40,2024W4,41.0,pFCZqWnXtoU
41,2024W5,40.0,pFCZqWnXtoU
42,2024W6,26.0,pFCZqWnXtoU
43,2024W7,48.0,pFCZqWnXtoU
44,2024W8,43.0,pFCZqWnXtoU
45,2024W9,59.0,pFCZqWnXtoU
46,2024W10,52.0,pFCZqWnXtoU
47,2024W11,39.0,pFCZqWnXtoU
48,2024W12,43.0,pFCZqWnXtoU
49,2024W13,35.0,pFCZqWnXtoU
50,2024W14,33.0,pFCZqWnXtoU
51,2024W15,40.0,pFCZqWnXtoU
0,2023W16,17.0,quFXhkOJGB4
1,2023W17,26.0,quFXhkOJGB4
2,2023W18,20.0,quFXhkOJGB4
3,2023W19,27.0,quFXhkOJGB4
4,2023W20,26.0,quFXhkOJGB4
5,2023W21,15.0,quFXhkOJGB4
6,2023W22,7.0,quFXhkOJGB4
7,2023W23,12.0,quFXhkOJGB4
8,2023W24,9.0,quFXhkOJGB4
9,2023W25,5.0,quFXhkOJGB4
10,2023W26,10.0,quFXhkOJGB4
11,2023W27,9.0,quFXhkOJGB4
12,2023W28,11.0,quFXhkOJGB4
13,2023W29,9.0,quFXhkOJGB4
14,2023W30,5.0,quFXhkOJGB4
15,2023W31,7.0,quFXhkOJGB4
16,2023W32,1.0,quFXhkOJGB4
17,2023W33,5.0,quFXhkOJGB4
18,2023W34,1.0,quFXhkOJGB4
19,2023W35,1.0,quFXhkOJGB4
20,2023W36,1.0,quFXhkOJGB4
21,2023W37,3.0,quFXhkOJGB4
22,2023W38,3.0,quFXhkOJGB4
23,2023W39,6.0,quFXhkOJGB4
24,2023W40,2.0,quFXhkOJGB4
25,2023W41,5.0,quFXhkOJGB4
26,2023W42,4.0,quFXhkOJGB4
27,2023W43,,quFXhkOJGB4
28,2023W44,31.0,quFXhkOJGB4
29,2023W45,41.0,quFXhkOJGB4
30,2023W46,26.0,quFXhkOJGB4
31,2023W47,19.0,quFXhkOJGB4
32,2023W48,21.0,quFXhkOJGB4
33,2023W49,23.0,quFXhkOJGB4
34,2023W50,30.0,quFXhkOJGB4
35,2023W51,15.0,quFXhkOJGB4
36,2023W52,19.0,quFXhkOJGB4
37,2024W1,22.0,quFXhkOJGB4
38,2024W2,16.0,quFXhkOJGB4
39,2024W3,15.0,quFXhkOJGB4
40,2024W4,19.0,quFXhkOJGB4
41,2024W5,8.0,quFXhkOJGB4
42,2024W6,21.0,quFXhkOJGB4
43,2024W7,24.0,quFXhkOJGB4
44,2024W8,14.0,quFXhkOJGB4
45,2024W9,17.0,quFXhkOJGB4
46,2024W10,24.0,quFXhkOJGB4
47,2024W11,22.0,quFXhkOJGB4
48,2024W12,24.0,quFXhkOJGB4
49,2024W13,17.0,quFXhkOJGB4
50,2024W14,20.0,quFXhkOJGB4
51,2024W15,14.0,quFXhkOJGB4
0,2023W21,1.0,rO2RVJWHpCe
1,2023W22,1.0,rO2RVJWHpCe
2,2023W23,3.0,rO2RVJWHpCe
3,2023W24,2.0,rO2RVJWHpCe
4,2023W25,,rO2RVJWHpCe
5,2023W26,,rO2RVJWHpCe
6,2023W27,,rO2RVJWHpCe
7,2023W28,9.0,rO2RVJWHpCe
8,2023W29,3.0,rO2RVJWHpCe
9,2023W30,2.0,rO2RVJWHpCe
10,2023W31,5.0,rO2RVJWHpCe
11,2023W32,3.0,rO2RVJWHpCe
12,2023W33,2.0,rO2RVJWHpCe
13,2023W34,2.0,rO2RVJWHpCe
14,2023W35,3.0,rO2RVJWHpCe
15,2023W36,1.0,rO2RVJWHpCe
16,2023W37,,rO2RVJWHpCe
17,2023W38,5.0,rO2RVJWHpCe
18,2023W39,,rO2RVJWHpCe
19,2023W40,,rO2RVJWHpCe
20,2023W41,,rO2RVJWHpCe
21,2023W42,1.0,rO2RVJWHpCe
22,2023W43,,rO2RVJWHpCe
23,2023W44,53.0,rO2RVJWHpCe
24,2023W45,39.0,rO2RVJWHpCe
25,2023W46,44.0,rO2RVJWHpCe
26,2023W47,29.0,rO2RVJWHpCe
27,2023W48,44.0,rO2RVJWHpCe
28,2023W49,57.0,rO2RVJWHpCe
29,2023W50,38.0,rO2RVJWHpCe
30,2023W51,38.0,rO2RVJWHpCe
31,2023W52,46.0,rO2RVJWHpCe
32,2024W1,37.0,rO2RVJWHpCe
33,2024W2,39.0,rO2RVJWHpCe
34,2024W3,41.0,rO2RVJWHpCe
35,2024W4,21.0,rO2RVJWHpCe
36,2024W5,19.0,rO2RVJWHpCe
37,2024W6,30.0,rO2RVJWHpCe
38,2024W7,32.0,rO2RVJWHpCe
39,2024W8,23.0,rO2RVJWHpCe
40,2024W9,26.0,rO2RVJWHpCe
41,2024W10,40.0,rO2RVJWHpCe
42,2024W11,44.0,rO2RVJWHpCe
43,2024W12,33.0,rO2RVJWHpCe
44,2024W13,36.0,rO2RVJWHpCe
45,2024W14,19.0,rO2RVJWHpCe
46,2024W15,27.0,rO2RVJWHpCe
0,2023W17,1.0,sv6c7CpPcrc
1,2023W18,1.0,sv6c7CpPcrc
2,2023W19,1.0,sv6c7CpPcrc
3,2023W20,2.0,sv6c7CpPcrc
4,2023W21,1.0,sv6c7CpPcrc
5,2023W22,,sv6c7CpPcrc
6,2023W23,,sv6c7CpPcrc
7,2023W24,,sv6c7CpPcrc
8,2023W25,,sv6c7CpPcrc
9,2023W26,1.0,sv6c7CpPcrc
10,2023W27,4.0,sv6c7CpPcrc
11,2023W28,3.0,sv6c7CpPcrc
12,2023W29,4.0,sv6c7CpPcrc
13,2023W30,,sv6c7CpPcrc
14,2023W31,1.0,sv6c7CpPcrc
15,2023W32,,sv6c7CpPcrc
16,2023W33,1.0,sv6c7CpPcrc
17,2023W34,4.0,sv6c7CpPcrc
18,2023W35,1.0,sv6c7CpPcrc
19,2023W36,,sv6c7CpPcrc
20,2023W37,1.0,sv6c7CpPcrc
21,2023W38,1.0,sv6c7CpPcrc
22,2023W39,,sv6c7CpPcrc
23,2023W40,,sv6c7CpPcrc
24,2023W41,,sv6c7CpPcrc
25,2023W42,,sv6c7CpPcrc
26,2023W43,,sv6c7CpPcrc
27,2023W44,41.0,sv6c7CpPcrc
28,2023W45,48.0,sv6c7CpPcrc
29,2023W46,42.0,sv6c7CpPcrc
30,2023W47,37.0,sv6c7CpPcrc
31,2023W48,30.0,sv6c7CpPcrc
32,2023W49,31.0,sv6c7CpPcrc
33,2023W50,41.0,sv6c7CpPcrc
34,2023W51,40.0,sv6c7CpPcrc
35,2023W52,36.0,sv6c7CpPcrc
36,2024W1,32.0,sv6c7CpPcrc
37,2024W2,41.0,sv6c7CpPcrc
38,2024W3,35.0,sv6c7CpPcrc
39,2024W4,25.0,sv6c7CpPcrc
40,2024W5,29.0,sv6c7CpPcrc
41,2024W6,18.0,sv6c7CpPcrc
42,2024W7,39.0,sv6c7CpPcrc
43,2024W8,20.0,sv6c7CpPcrc
44,2024W9,13.0,sv6c7CpPcrc
45,2024W10,21.0,sv6c7CpPcrc
46,2024W11,21.0,sv6c7CpPcrc
47,2024W12,12.0,sv6c7CpPcrc
48,2024W13,18.0,sv6c7CpPcrc
49,2024W14,7.0,sv6c7CpPcrc
50,2024W15,18.0,sv6c7CpPcrc
0,2023W16,4.0,vBWtCmNNnCG
1,2023W17,7.0,vBWtCmNNnCG
2,2023W18,20.0,vBWtCmNNnCG
3,2023W19,24.0,vBWtCmNNnCG
4,2023W20,24.0,vBWtCmNNnCG
5,2023W21,18.0,vBWtCmNNnCG
6,2023W22,15.0,vBWtCmNNnCG
7,2023W23,26.0,vBWtCmNNnCG
8,2023W24,20.0,vBWtCmNNnCG
9,2023W25,12.0,vBWtCmNNnCG
10,2023W26,18.0,vBWtCmNNnCG
11,2023W27,10.0,vBWtCmNNnCG
12,2023W28,28.0,vBWtCmNNnCG
13,2023W29,17.0,vBWtCmNNnCG
14,2023W30,22.0,vBWtCmNNnCG
15,2023W31,38.0,vBWtCmNNnCG
16,2023W32,22.0,vBWtCmNNnCG
17,2023W33,17.0,vBWtCmNNnCG
18,2023W34,7.0,vBWtCmNNnCG
19,2023W35,15.0,vBWtCmNNnCG
20,2023W36,15.0,vBWtCmNNnCG
21,2023W37,,vBWtCmNNnCG
22,2023W38,2.0,vBWtCmNNnCG
23,2023W39,4.0,vBWtCmNNnCG
24,2023W40,1.0,vBWtCmNNnCG
25,2023W41,1.0,vBWtCmNNnCG
26,2023W42,1.0,vBWtCmNNnCG
27,2023W43,,vBWtCmNNnCG
28,2023W44,49.0,vBWtCmNNnCG
29,2023W45,43.0,vBWtCmNNnCG
30,2023W46,25.0,vBWtCmNNnCG
31,2023W47,19.0,vBWtCmNNnCG
32,2023W48,30.0,vBWtCmNNnCG
33,2023W49,33.0,vBWtCmNNnCG
34,2023W50,52.0,vBWtCmNNnCG
35,2023W51,48.0,vBWtCmNNnCG
36,2023W52,52.0,vBWtCmNNnCG
37,2024W1,35.0,vBWtCmNNnCG
38,2024W2,33.0,vBWtCmNNnCG
39,2024W3,43.0,vBWtCmNNnCG
40,2024W4,42.0,vBWtCmNNnCG
41,2024W5,50.0,vBWtCmNNnCG
42,2024W6,30.0,vBWtCmNNnCG
43,2024W7,33.0,vBWtCmNNnCG
44,2024W8,57.0,vBWtCmNNnCG
45,2024W9,44.0,vBWtCmNNnCG
46,2024W10,56.0,vBWtCmNNnCG
47,2024W11,44.0,vBWtCmNNnCG
48,2024W12,40.0,vBWtCmNNnCG
49,2024W13,43.0,vBWtCmNNnCG
50,2024W14,40.0,vBWtCmNNnCG
51,2024W15,50.0,vBWtCmNNnCG
